model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1,split,preprocessing
LogisticRegression,"{'C': 100, 'penalty': 'l2', 'solver': 'saga'}",0.8134211895266169,0.8530413946228759,0.8157894736842105,0.8537839823659075,0.8461538461538461,0.8210180623973727,0.7534246575342466,0.847457627118644,0.7971014492753623,0.8340283569641369,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.8129009883821745,0.8443755633230012,0.8157894736842105,0.8493754592211609,0.8571428571428571,0.8395061728395061,0.7397260273972602,0.8067796610169492,0.7941176470588235,0.8228176318063959,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.8123807872377319,0.8862703071072128,0.8157894736842105,0.893460690668626,0.8688524590163934,0.9143389199255121,0.726027397260274,0.8322033898305085,0.7910447761194029,0.8713398402839396,0.9,Descriptors
RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 50}",0.8070920756025664,0.9858361362087537,0.8092105263157895,0.9853049228508449,0.8333333333333334,0.9765886287625418,0.7534246575342466,0.9898305084745763,0.7913669064748201,0.9831649831649831,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'sgd'}",0.8070920756025664,0.8236749543845765,0.8092105263157895,0.8265980896399706,0.8333333333333334,0.7989864864864865,0.7534246575342466,0.8016949152542373,0.7913669064748201,0.8003384094754653,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 500, 'solver': 'lbfgs'}",0.8060516733136814,0.9913704412055662,0.8092105263157895,0.9904481998530492,0.8548387096774194,0.9800332778702163,0.726027397260274,0.9983050847457627,0.7851851851851852,0.9890848026868179,0.9,Fingerprints
RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 50}",0.79547425004335,0.9718195607729342,0.7960526315789473,0.9698750918442322,0.7916666666666666,0.9463414634146341,0.7808219178082192,0.9864406779661017,0.7862068965517242,0.9659751037344398,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'sgd'}",0.7939136466100224,0.8029380729407108,0.7960526315789473,0.8089639970609845,0.8181818181818182,0.7925531914893617,0.7397260273972602,0.7576271186440678,0.776978417266187,0.7746967071057193,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'adam'}",0.7928732443211375,0.8478170546725582,0.7960526315789473,0.8530492285084497,0.8387096774193549,0.8457446808510638,0.7123287671232876,0.8084745762711865,0.7703703703703705,0.8266897746967071,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'adam'}",0.7844633258193168,0.823594715205874,0.7894736842105263,0.8339456282145481,0.8727272727272727,0.8527131782945736,0.6575342465753424,0.7457627118644068,0.7500000000000001,0.7956600361663653,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}",0.7802150164730361,0.9520774253116138,0.7828947368421053,0.9522409992652462,0.8125,0.9396984924623115,0.7123287671232876,0.9508474576271186,0.7591240875912408,0.945240101095198,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.7707646956823304,0.8875233572951703,0.7763157894736842,0.8971344599559148,0.8679245283018868,0.939453125,0.6301369863013698,0.8152542372881356,0.73015873015873,0.8729582577132485,0.9,DescFing
RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 10}",0.747529044563898,0.9390116291850777,0.75,0.9390154298310066,0.7692307692307693,0.9217970049916805,0.684931506849315,0.9389830508474576,0.7246376811594203,0.9303106633081444,0.9,Descriptors
